Lehti;Number;Number_extra;Count;Year;Tekijä;Novelli;Alkup-novelli;Alkup-vuosi;Suomentaja;runo;raapale;filk
Tähtivaeltaja;1;;;1993;Laakso, Matti;Tunarin iltapuhde;;;;;;
Tähtivaeltaja;4;;;1988;Laatikainen, Arto;Algol - paholaisen tähti;;;;;;
Tähtivaeltaja;2;;;1986;Laatikainen, Arto;Kyhäräinen puuttuu peliin;;;;;;
Tähtivaeltaja;1;;;1985;Laatikainen, Arto;Tarina kaiken katoavaisuudesta;;;;;;
Tähtivaeltaja;4;;;1987;Laatikainen, Arto;Veri velvoittaa;;;;;;
Tähtivaeltaja;3;;;1992;Lahtela, Atro;Kiss me, kill me, tyttö sanoi;;;;;;
Tähtivaeltaja;2;;;1994;Lahtela, Atro;Poimu (2 Piste 2 Viiva 2 Piste 8);;;;;;
Tähtivaeltaja;2;;;1993;Lahtela, Atro;Psyyketappaja Haa Haa;;;;;;
Tähtivaeltaja;4;;;2000;Lahtela, Atro;Toivottavasti et usko kuolemanjälkeiseen elämään;;;;;;
Tähtivaeltaja;1;;;2010;Laine, Petri;Innamoramento;;;;;;
Tähtivaeltaja;4;;;2012;Laine, Petri;Lihan sukua;;;;;;
Tähtivaeltaja;1;;;2002;Laine, Petri;Taivaanvaunut;;;;;;
Tähtivaeltaja;4;;;2011;Lappalainen, Eija & Leinonen, Anne;Hiekkasotilaat;;;;;;
Tähtivaeltaja;4;;;1984;Larmola, Kivi;Unelmoija;;;;;;
Tähtivaeltaja;4;;;2007;Laurila, Natalia;Maitosoturit;;;;;;
Tähtivaeltaja;3;;;2006;Lauronen, Mika-Petri;Ilmoitus sukupuolen korjaamisesta;;;;;;
Tähtivaeltaja;3;;;1993;Lehtonen, Kimmo;Korppi ja Tarantella;;;;;;
Tähtivaeltaja;2;;;2006;Leppä, Elli;Tyhjän tilan tanssi;;;;;;
Tähtivaeltaja;3;;;1987;Leppänen, Kari;Kohde;;;;;;
Tähtivaeltaja;1;;;2016;Likitalo, Leena;Minun henkeni, hänen näköisyytensä;;;;;;
Tähtivaeltaja;4;;;2017;Likitalo, Leena;Ocelia, Ocelia;;;;;;
Tähtivaeltaja;3;;;1990;Lumière, Anne;Triptyykki;;;;;;
Tähtivaeltaja;1;;;1995;Lähde, Ville;Projekti Eutanasia;;;;;;
Tähtivaeltaja;1;;;1988;Manninen, Pekka A.;Gehenna Beach;;;;;;
Tähtivaeltaja;1;;;1991;Manninen, Pekka A.;Pimeyden hovi;;;;;;
Tähtivaeltaja;4;;;1989;Manninen, Pekka A.;Saanhan nukkua tänä yönä aivoissanne, herra?;;;;;;
Tähtivaeltaja;2;;;1986;Markkula, Pekka;Pornolehti;;;;;;
Tähtivaeltaja;4;;;2016;Meresmaa, J.S.;Ikuisesti niin kuin aina;;;;;;
Tähtivaeltaja;2;;;2019;Meriläinen, Ville;Nukke täynnä nauloja;;;;;;
Tähtivaeltaja;3;;;2009;Miettinen, J.K.;Kun herään;;;;;;
Tähtivaeltaja;4;;;2005;Miettinen, J.K.;Syötävän hyvä;;;;;;
Tähtivaeltaja;1;;;2009;Mäkelä, J. Pekka;Kolmekymmentä vuotta;;;;;;
Tähtivaeltaja;3;;;2011;Määttä, Heli;Lukantyttäret;;;;;;
Tähtivaeltaja;2;;;1997;Mäntylä, Iiris;Paratiisin vieressä;;;;;;
Tähtivaeltaja;1;;;1997;Naakka, Tuomas;Galaksi 0011000011100101;;;;;;
Tähtivaeltaja;3;;;1984;Niemi, Mika;Uteliaisuus tappoi kissan;;;;;;
Tähtivaeltaja;4;;;1991;Nieminen, Mika P.;Menneisyyden heijastus;;;;;;
Tähtivaeltaja;4;;;1988;Nummelin, Juri;Jumalten tuho;;;;;;
Tähtivaeltaja;3;;;2017;Nupponen, Anni;Hänen kohtunsa kantaa kuolemaa;;;;;;
Tähtivaeltaja;4;;;1991;Oikarinen, Antti;Odysseia;;;;;;
Tähtivaeltaja;1;;;1985;Oikarinen, Antti;Pedon kirous;;;;;;
Tähtivaeltaja;3;;;2014;Peltoniemi, Sari;Saapasnahkatorni;;;;;;
Tähtivaeltaja;4;;;2013;Pörsti, Miikka;Raportti - Mikä johti operaatio Tähtivaeltajan epäonnistumiseen?;;;;;;
Tähtivaeltaja;3;;;2012;Raevaara, Tiina;Ompelijattaren tarina;;;;;;
Tähtivaeltaja;3;;;1998;Rainio, Juha;Eräs elämän aamu;;;;;;
Tähtivaeltaja;3;;;2010;Rajaniemi, Hannu;Palvelin ja lohikäärme;;;;;;
Tähtivaeltaja;1;;;2013;Rajaniemi, Hannu;Tykhe ja muurahaiset;;;;;;
Tähtivaeltaja;3;;;2010;Rajaniemi, Hannu;Varas ja vangin dilemma;;;;;;
Tähtivaeltaja;1;;;2015;Rauhala, Anssi;Sukupolvien kuilu;;;;;;
Tähtivaeltaja;2;;;1984;Rekunen, Veikko;Ihmiskunnan omatunto;;;;;;
Tähtivaeltaja;1;;;1985;Rekunen, Veikko;Yksinäinen;;;;;;
Tähtivaeltaja;4;;;2009;Riikonen, Marika;Terveisiä älylliseltä elämältä;;;;;;
Tähtivaeltaja;4;;;1996;Ronni, Tapani;Mies vailla omaisuuksia;;;;;;
Tähtivaeltaja;1;;;2008;Ross, A.C.;Karkurit;;;;;;
Tähtivaeltaja;3;;;2006;Ross, A.C.;Kaunis loppu;;;;;;
Tähtivaeltaja;3;;;2006;Ross, A.C.;Oikea kohta;;;;;;
Tähtivaeltaja;3;;;1997;Rytöhonka, Tapani;Oma rakas;;;;;;
Tähtivaeltaja;1;;;2007;Saario, Mari;Sateenkaari 2256;;;;;;
Tähtivaeltaja;4;;;1984;Saneri, Kimmo;Halvan varastohuoneen ihmeellinen sirkus;;;;;;
Tähtivaeltaja;3;;;1985;Saneri, Kimmo;Jättiläinen Haakon;;;;;;
Tähtivaeltaja;2;;;1992;Saneri, Kimmo;Levoton Arkadia;;;;;;
Tähtivaeltaja;1;;;1986;Saneri, Kimmo;Ollin oppivuodet Aapelin alkuasetelmat;;;;;;
Tähtivaeltaja;3;;;2004;Santala, Ismo;Simpanssi kahvipaussilla;;;;;;
Tähtivaeltaja;3;;;1992;Santikko, Sauli;Philadelphia story;;;;;;
Tähtivaeltaja;3;;;2006;Sevänen, Niilo;Impivaara;;;;;;
Tähtivaeltaja;3;;;2012;Sinisalo, Johanna;Että hän muistaisi Waksanderia;;;;;;
Tähtivaeltaja;4;;;1985;Sinisalo, Johanna;Kultainen partituuri;;;;;;
Tähtivaeltaja;3;;;1994;Sinisalo, Johanna;Kädettömät kuninkaat;;;;;;
Tähtivaeltaja;4;;;1998;Sinisalo, Johanna;Pitkän valkoisen pilven maa;;;;;;
Tähtivaeltaja;3;;;1988;Sinisalo, Johanna;Valkoinen hiiri;;;;;;
Tähtivaeltaja;4;;;2004;Sinisalo, Johanna;Yhdeksän ruukkua;;;;;;
Tähtivaeltaja;3;;;1985;Sirkiä, Pekka;Kohtaaminen;;;;;;
Tähtivaeltaja;4;;;2007;Soikkeli, M.G.;Jos haluat rakkautta, varaudu sotaan;;;;;;
Tähtivaeltaja;3;;;2006;Soikkeli, M.G.;Kukin kukille;;;;;;
Tähtivaeltaja;2;;;1997;Sonster, Tomi;Venuksen sääsket;;;;;;
Tähtivaeltaja;3;;;2017;Suntila, Shimo;Antarktiksen Kheops;;;;;;
Tähtivaeltaja;4;;;2019;Suntila, Shimo;Hylkyjen hautausmaa;;;;;;
Tähtivaeltaja;2;;;2020;Suntila, Shimo;Jake Cannon;;;;;raapale;
Tähtivaeltaja;1;;;2016;Suntila, Shimo;Juhlapuhe;;;;;;
Tähtivaeltaja;1;;;2020;Suntila, Shimo;Jumalten tornit;;;;;raapale;
Tähtivaeltaja;2;;;2018;Suntila, Shimo;Kodittomat;;;;;;
Tähtivaeltaja;2;;;2019;Suntila, Shimo;Käännöskirja;;;;;;
Tähtivaeltaja;2;;;2016;Suntila, Shimo;Köpiksen ropotti;;;;;;
Tähtivaeltaja;1;;;2018;Suntila, Shimo;Liha;;;;;;
Tähtivaeltaja;1;;;2019;Suntila, Shimo;Lähiohitus;;;;;;
Tähtivaeltaja;1;;;2017;Suntila, Shimo;Muistohetki;;;;;;
Tähtivaeltaja;4;;;2016;Suntila, Shimo;Pelihallin kunkku;;;;;;
Tähtivaeltaja;2;;;2017;Suntila, Shimo;Perjantai-illan huumaa;;;;;;
Tähtivaeltaja;2;;;2016;Suntila, Shimo;Päivän päätös;;;;;;
Tähtivaeltaja;3;;;2018;Suntila, Shimo;Robottisodan viimeinen päivä ;;;;;;
Tähtivaeltaja;4;;;2018;Suntila, Shimo;Siivousurakka;;;;;;
Tähtivaeltaja;1;;;2016;Suntila, Shimo;Stabiilisuuden saari;;;;;;
Tähtivaeltaja;1;;;2017;Suntila, Shimo;Sydänasiaa;;;;;;
Tähtivaeltaja;3;;;2019;Suntila, Shimo;Syys;;;;;;
Tähtivaeltaja;4;;;2017;Suntila, Shimo;Universumin prinssi;;;;;raapale;
Tähtivaeltaja;3;;;2016;Suntila, Shimo;Urheilupuiston singulariteetit;;;;;;
Tähtivaeltaja;4;;;2016;Suntila, Shimo;Vaihtoehtomusiikkia;;;;;;
Tähtivaeltaja;3;;;2020;Suntila, Shimo;Vakuutus;;;;;raapale;
Tähtivaeltaja;4;;;2004;Tanskanen, Kari;Miksi keksit elektrodin, ihmiskööri?;;;;;;
Tähtivaeltaja;3;;;2002;Tanskanen, Kari;Moottoroitu arki;;;;;;
Tähtivaeltaja;3;;;2010;Tarkiainen, Terhi;Minne yksikään herrasmies ei ole ennen mennyt;;;;;;
Tähtivaeltaja;2;;;1988;Tervonen, Ari;Tinasotilas, joka käveli pois;;;;;;
Tähtivaeltaja;1;;;1992;Tirkkonen, Olav;Jumalten teatteri;;;;;;
Tähtivaeltaja;4;;;1994;Tirkkonen, Olav;Metallimies, rautakahle;;;;;;
Tähtivaeltaja;4;;;1987;Trufans;Rautasaaren veriyö;;;;;;
Tähtivaeltaja;2;;;1995;Tulilahti, Olavi;Kusessa olet;;;;;;
Tähtivaeltaja;2;;;1992;Tulilahti, Olavi;Lihapumppu;;;;;;
Tähtivaeltaja;2;;;1996;Tuomisto, Aaro;Pikku tyttöjä;;;;;;
Tähtivaeltaja;2;;;2015;Turtschaninoff, Maria;Unenpunontaa;Drömvävning;;Paarma, Susanna;;;
Tähtivaeltaja;2;;;2010;Ulanto, Mirka;Jos tähdet voisivat todistaa;;;;;;
Tähtivaeltaja;3;;;1989;Vanhala, Harri;Caboree City Blues;;;;;;
Tähtivaeltaja;3;;;1988;Veintie, Ari;Qad;;;;;;
Tähtivaeltaja;1;;;1988;Veintie, Ari;Taikakone;;;;;;
Tähtivaeltaja;4;;;1991;Vierumäki, Jouko;Sinä, minä ja hopealintu;;;;;;
Tähtivaeltaja;2;;;1985;Virtanen, Pekka;Alkusuo;;;;;;
Tähtivaeltaja;4;;;1984;Virtanen, Pekka;Huvila pitäisi laittaa;;;;;;
Tähtivaeltaja;4;;;1985;Virtanen, Pekka;Lämpöä, lämpöä!;;;;;;
Tähtivaeltaja;4;;;1987;Virtanen, Pekka;Meripelto;;;;;;
Tähtivaeltaja;3;;;1991;Virtanen, Pekka;Tuho ja kohtaaminen;;;;;;
Tähtivaeltaja;3;;;2006;Virtanen, Satu;Atavistiset kädet;;;;;;
